nombre,equipo,media,posicion,foto
Collin Gillespie,Phoenix Suns,76,PG,fotos-nba/20-Phoenix-Suns/collin-gillespie.jpg
D'Angelo Russell,Memphis Grizzlies,76,PG,fotos-nba/27-Memphis-Grizzlies/dangelo-russell.jpg
Dayron Sharpe,Brooklyn Nets,76,C,fotos-nba/29-Brooklyn-Nets/dayron-sharpe.jpg
Derik Queen,New Orleans Pelicans,76,C,fotos-nba/21-New-Orleans-Pelicans/derik-queen.jpg
Gary Trent Jr.,Milwaukee Bucks,76,SG,fotos-nba/30-Milwaukee-Bucks/gary-trent-jr.jpg
Hunter Dickinson,New Orleans Pelicans,76,C,fotos-nba/21-New-Orleans-Pelicans/hunter-dickinson.jpg
Jarred Vanderbilt,Los Angeles Lakers,76,PF,fotos-nba/16-Los-Angeles-Lakers/jarred-vanderbilt.jpg
Jase Richardson,Orlando Magic,76,SG,fotos-nba/18-Orlando-Magic/jase-richardson.jpg
Jaylon Tyson,Cleveland Cavaliers,76,SG,fotos-nba/08-Cleveland-Cavaliers/jaylon-tyson.jpg
Jeremiah Fears,New Orleans Pelicans,76,PG,fotos-nba/21-New-Orleans-Pelicans/jeremiah-fears.jpg
John Konchar,Utah Jazz,76,SG,fotos-nba/15-Utah-Jazz/john-konchar.jpg
Jordan Poole,New Orleans Pelicans,76,PG,fotos-nba/21-New-Orleans-Pelicans/jordan-poole.jpg
Kasparas Jakucionis,Milwaukee Bucks,76,PG,fotos-nba/30-Milwaukee-Bucks/kasparas-jakucionis.jpg
Kentavious Caldwell-Pope,Philadelphia 76ers,76,SG,fotos-nba/01-Philadelphia-76ers/kentavious-caldwell-pope.jpg
Khaman Maluach,Phoenix Suns,76,C,fotos-nba/20-Phoenix-Suns/khaman-maluach.jpg
Landry Shamet,New York Knicks,76,SG,fotos-nba/03-New-York-Knicks/landry-shamet.jpg
Luka Garza,Boston Celtics,76,C,fotos-nba/11-Boston-Celtics/luka-garza.jpg
Marcus Sasser,Dallas Mavericks,76,PG,fotos-nba/23-Dallas-Mavericks/marcus-sasser.jpg
Mario Hezonja,Cleveland Cavaliers,76,SF,fotos-nba/08-Cleveland-Cavaliers/mario-hezonja.jpg
Marvin Bagley III,Denver Nuggets,76,PF,fotos-nba/05-Denver-Nuggets/marvin-bagley-iii.jpg
Moussa Diabate,Charlotte Hornets,76,PF,fotos-nba/25-Charlotte-Hornets/moussa-diabate.jpg
Oso Ighodaro,Phoenix Suns,76,C,fotos-nba/20-Phoenix-Suns/oso-ighodaro.jpg
Pelle Larsson,Miami Heat,76,SG,fotos-nba/14-Miami-Heat/pelle-larsson.jpg
Rayan Rupert,Philadelphia 76ers,76,SG,fotos-nba/01-Philadelphia-76ers/rayan-rupert.jpg
Ryan Dunn,Phoenix Suns,76,SF,fotos-nba/20-Phoenix-Suns/ryan-dunn.jpg
Sandro Mamukelashvili,Los Angeles Lakers,76,PF,fotos-nba/16-Los-Angeles-Lakers/sandro-mamukelashvili.jpg
Thomas Sorber,Oklahoma City Thunder,76,C,fotos-nba/02-Oklahoma-City-Thunder/thomas-sorber.jpg
Trey Lyles,Minnesota Timberwolves,76,PF,fotos-nba/12-Minnesota-Timberwolves/trey-lyles.jpg
VJ Edgecombe,Philadelphia 76ers,76,SG,fotos-nba/01-Philadelphia-76ers/vj-edgecombe.jpg
Vit Krejci,Atlanta Hawks,76,SG,fotos-nba/07-Atlanta-Hawks/vit-krejci.jpg
Walter Clayton Jr.,Memphis Grizzlies,76,PG,fotos-nba/27-Memphis-Grizzlies/walter-clayton.jpg
Will Riley,Washington Wizards,76,SF,fotos-nba/22-Washington-Wizards/will-riley.jpg
Yang Hansen,Portland Trail Blazers,76,C,fotos-nba/17-Portland-Trail-Blazers/yang-hansen.jpg
Adem Bona,Philadelphia 76ers,75,C,fotos-nba/01-Philadelphia-76ers/adem-bona.jpg
Ajay Mitchell,Oklahoma City Thunder,75,PG,fotos-nba/02-Oklahoma-City-Thunder/ajay-mitchell.jpg
Ariel Hukporti,New York Knicks,75,C,fotos-nba/03-New-York-Knicks/ariel-hukporti.jpg
Caleb Love,Philadelphia 76ers,75,SG,fotos-nba/01-Philadelphia-76ers/caleb-love.jpg
Cameron Boozer,Memphis Grizzlies,75,PF,fotos-nba/27-Memphis-Grizzlies/cameron-boozer.jpg
Carter Bryant,San Antonio Spurs,75,SF,fotos-nba/06-San-Antonio-Spurs/carter-bryant.jpg
Collin Murray-Boyles,Toronto Raptors,75,PF,fotos-nba/10-Toronto-Raptors/collin-murray-boyles.jpg
Danny Wolf,Brooklyn Nets,75,C,fotos-nba/29-Brooklyn-Nets/danny-wolf.jpg
Daron Holmes II,Denver Nuggets,75,PF,fotos-nba/05-Denver-Nuggets/daron-holmes.jpg
Hugo Gonzalez,Boston Celtics,75,SG,fotos-nba/11-Boston-Celtics/hugo-gonzalez.jpg
Jakobe Walter,Toronto Raptors,75,SG,fotos-nba/10-Toronto-Raptors/jakobe-walter.jpg
Jamal Shead,Toronto Raptors,75,PG,fotos-nba/10-Toronto-Raptors/jamal-shead.jpg
Jaylen Clark,Minnesota Timberwolves,75,SG,fotos-nba/12-Minnesota-Timberwolves/jaylen-clark.jpg
Jericho Sims,Milwaukee Bucks,75,C,fotos-nba/30-Milwaukee-Bucks/jericho-sims.jpg
Jordan Miller,Los Angeles Clippers,75,SF,fotos-nba/24-Los-Angeles-Clippers/jordan-miller.jpg
Jordan Walsh,Boston Celtics,75,SF,fotos-nba/11-Boston-Celtics/jordan-walsh.jpg
Josh Minott,Brooklyn Nets,75,PF,fotos-nba/29-Brooklyn-Nets/josh-minott.jpg
Justin Edwards,Philadelphia 76ers,75,SF,fotos-nba/01-Philadelphia-76ers/justin-edwards.jpg
Koa Peat,Phoenix Suns,75,PF,fotos-nba/20-Phoenix-Suns/koa-peat.jpg
Kris Murray,Memphis Grizzlies,75,SF,fotos-nba/27-Memphis-Grizzlies/kris-murray.jpg
Maxime Raynaud,Sacramento Kings,75,C,fotos-nba/28-Sacramento-Kings/maxime-raynaud.jpg
Noa Essengue,Chicago Bulls,75,PF,fotos-nba/26-Chicago-Bulls/noa-essengue.jpg
Noah Clowney,Brooklyn Nets,75,PF,fotos-nba/29-Brooklyn-Nets/noah-clowney.jpg
Tidjane Salaun,Charlotte Hornets,75,PF,fotos-nba/25-Charlotte-Hornets/tidjane-salaun.jpg
Tristan Vukcevic,Washington Wizards,75,C,fotos-nba/22-Washington-Wizards/tristan-vukcevic.jpg
Tyler Kolek,New York Knicks,75,PG,fotos-nba/03-New-York-Knicks/tyler-kolek.jpg
Tyrese Proctor,Cleveland Cavaliers,75,PG,fotos-nba/08-Cleveland-Cavaliers/tyrese-proctor.jpg
Alex Karaban,Sacramento Kings,74,SF,fotos-nba/28-Sacramento-Kings/alex-karaban.jpg
Ben Saraf,Brooklyn Nets,74,PG,fotos-nba/29-Brooklyn-Nets/ben-saraf.jpg
Caleb Wilson,Chicago Bulls,74,PF,fotos-nba/26-Chicago-Bulls/caleb-wilson.jpg
Cedric Coward,Memphis Grizzlies,74,SF,fotos-nba/27-Memphis-Grizzlies/cedric-coward.jpg
Craig Porter Jr.,Cleveland Cavaliers,74,PG,fotos-nba/08-Cleveland-Cavaliers/craig-porter.jpg
Darryn Peterson,Utah Jazz,74,SG,fotos-nba/15-Utah-Jazz/darryn-peterson.jpg
Dillon Jones,New York Knicks,74,SF,fotos-nba/03-New-York-Knicks/dillon-jones.jpg
Dominick Barlow,Philadelphia 76ers,74,PF,fotos-nba/01-Philadelphia-76ers/dominick-barlow.jpg
Drake Powell,Brooklyn Nets,74,SF,fotos-nba/29-Brooklyn-Nets/drake-powell.jpg
Dru Smith,Miami Heat,74,PG,fotos-nba/14-Miami-Heat/dru-smith.jpg
Gui Santos,Golden State Warriors,74,SF,fotos-nba/19-Golden-State-Warriors/gui-santos.jpg
Isaiah Jackson,Indiana Pacers,74,C,fotos-nba/04-Indiana-Pacers/isaiah-jackson.jpg
Jamison Battle,Toronto Raptors,74,SF,fotos-nba/10-Toronto-Raptors/jamison-battle.jpg
Jarvis Hayes,Utah Jazz,74,SF,fotos-nba/15-Utah-Jazz/jarvis-hayes.jpg
Jay Huff,Indiana Pacers,74,C,fotos-nba/04-Indiana-Pacers/jay-huff.jpg
Joan Beringer,Minnesota Timberwolves,74,C,fotos-nba/12-Minnesota-Timberwolves/joan-beringer.jpg
Karlo Matkovic,New Orleans Pelicans,74,PF,fotos-nba/21-New-Orleans-Pelicans/karlo-matkovic.jpg
Koby Brea,Phoenix Suns,74,SG,fotos-nba/20-Phoenix-Suns/koby-brea.jpg
Leonard Miller,Chicago Bulls,74,PF,fotos-nba/26-Chicago-Bulls/leonard-miller.jpg
Mac McClung,Chicago Bulls,74,PG,fotos-nba/26-Chicago-Bulls/mac-mcclung.jpg
Micah Peavy,New Orleans Pelicans,74,SF,fotos-nba/21-New-Orleans-Pelicans/micah-peavy.jpg
Nique Clifford,Sacramento Kings,74,SG,fotos-nba/28-Sacramento-Kings/nique-clifford.jpg
Nolan Traore,Brooklyn Nets,74,PG,fotos-nba/29-Brooklyn-Nets/nolan-traore.jpg
Pacome Dadiet,New York Knicks,74,SF,fotos-nba/03-New-York-Knicks/pacome-dadiet.jpg
Quenton Jackson,Indiana Pacers,74,SG,fotos-nba/04-Indiana-Pacers/quenton-jackson.jpg
Ryan Kalkbrenner,Charlotte Hornets,74,C,fotos-nba/25-Charlotte-Hornets/ryan-kalkbrenner.jpg
Sion James,Charlotte Hornets,74,SG,fotos-nba/25-Charlotte-Hornets/sion-james.jpg
Vladislav Goldin,Miami Heat,74,C,fotos-nba/14-Miami-Heat/vladislav-goldin.jpg
Will Richard,Golden State Warriors,74,SG,fotos-nba/19-Golden-State-Warriors/will-richard.jpg
Yaxel Lendeborg,Golden State Warriors,74,PF,fotos-nba/19-Golden-State-Warriors/yaxel-lendeborg.jpg
Zeke Nnaji,Denver Nuggets,74,PF,fotos-nba/05-Denver-Nuggets/zeke-nnaji.jpg
Aday Mara,Oklahoma City Thunder,73,C,fotos-nba/02-Oklahoma-City-Thunder/aday-mara.jpg
Alijah Martin,Toronto Raptors,73,SG,fotos-nba/10-Toronto-Raptors/alijah-martin.jpg
Brooks Barnhizer,Oklahoma City Thunder,73,SG,fotos-nba/02-Oklahoma-City-Thunder/brooks-barnhizer.jpg
Cam Christie,Los Angeles Clippers,73,SG,fotos-nba/24-Los-Angeles-Clippers/cam-christie.jpg
Colin Castleton,Orlando Magic,73,C,fotos-nba/18-Orlando-Magic/colin-castleton.jpg
Darius Acuff Jr.,Sacramento Kings,73,PG,fotos-nba/28-Sacramento-Kings/darius-acuff-jr.jpg
David Jones Garcia,San Antonio Spurs,73,SF,fotos-nba/06-San-Antonio-Spurs/david-jones-garcia.jpg
Isaiah Evans,Minnesota Timberwolves,73,SG,fotos-nba/12-Minnesota-Timberwolves/isaiah-evans.jpg
Julian Reese,Washington Wizards,73,PF,fotos-nba/22-Washington-Wizards/julian-reese.jpg
LaBaron Philon,Philadelphia 76ers,73,PG,fotos-nba/01-Philadelphia-76ers/labaron-philon.jpg
Mikel Brown Jr.,Brooklyn Nets,73,PG,fotos-nba/29-Brooklyn-Nets/mikel-brown-jr.jpg
Mohamed Diawara,New York Knicks,73,PF,fotos-nba/03-New-York-Knicks/mohamed-diawara.jpg
Nate Bittle,Toronto Raptors,73,C,fotos-nba/10-Toronto-Raptors/nate-bittle.jpg
Otega Oweh,Oklahoma City Thunder,73,SG,fotos-nba/02-Oklahoma-City-Thunder/otega-oweh.jpg
Pete Nance,Milwaukee Bucks,73,PF,fotos-nba/30-Milwaukee-Bucks/pete-nance.jpg
Spencer Jones,Denver Nuggets,73,SF,fotos-nba/05-Denver-Nuggets/spencer-jones.jpg
Yanic Niederhauser,Los Angeles Clippers,73,C,fotos-nba/24-Los-Angeles-Clippers/yanic-niederhauser.jpg
Allen Graves,Toronto Raptors,72,PF,fotos-nba/10-Toronto-Raptors/allen-graves.jpg
BJ Edwards,Sacramento Kings,72,SG,fotos-nba/28-Sacramento-Kings/bj-edwards.jpg
Daeqwon Plowden,Sacramento Kings,72,PF,fotos-nba/28-Sacramento-Kings/daeqwon-plowden.jpg
Daniss Jenkins,Detroit Pistons,72,PG,fotos-nba/13-Detroit-Pistons/daniss-jenkins.jpg
Egor Demin,Brooklyn Nets,72,PG,fotos-nba/29-Brooklyn-Nets/egor-demin.jpg
Ernest Udeh Jr.,Cleveland Cavaliers,72,C,fotos-nba/08-Cleveland-Cavaliers/ernest-udeh.jpg
Jaden Bradley,Toronto Raptors,72,PG,fotos-nba/10-Toronto-Raptors/jaden-bradley.jpg
Jakobi Gillespie,San Antonio Spurs,72,PG,fotos-nba/06-San-Antonio-Spurs/jakobi-gillespie.jpg
Jamir Watkins,Washington Wizards,72,SF,fotos-nba/22-Washington-Wizards/jamir-watkins.jpg
Malik Thomas,Cleveland Cavaliers,72,SG,fotos-nba/08-Cleveland-Cavaliers/malik-thomas.jpg
Markel Brown,Brooklyn Nets,72,SG,fotos-nba/29-Brooklyn-Nets/markel-brown.jpg
Marshun Newell,Atlanta Hawks,72,SG,fotos-nba/07-Atlanta-Hawks/marshun-newell.jpg
Naeqwan Tomlin,Cleveland Cavaliers,72,PF,fotos-nba/08-Cleveland-Cavaliers/naeqwan-tomlin.jpg
Quadir Copeland,Houston Rockets,72,PG,fotos-nba/09-Houston-Rockets/quadir-copeland.jpg
Robbie Avila,Los Angeles Lakers,72,C,fotos-nba/16-Los-Angeles-Lakers/robbie-avila.jpg
Trevon Scott,Brooklyn Nets,72,PF,fotos-nba/29-Brooklyn-Nets/trevon-scott.jpg
